Timestamp,Temperature (°C),Humidity (%),Wind Speed (m/s),Weather Code,"Weather Description_Mainly clear, partly cloudy, and overcast","Weather Description_Rain showers: Slight, moderate, and violent",Weather Description_Thunderstorm with slight and heavy hail,Weather Description_Thunderstorm: Slight or moderate,CO,Weather,Predicted_CO
2024-12-01 12:18:12,29.09407576,75.22814013,4.969780689,3,0,0,0,0,401.44824089377823,Other,401.8168936147406
2024-12-01 12:24:08,29.09293649,75.23355169,4.967815437,3,0,0,0,0,403.5229267666946,Other,401.80999608660375
2024-12-01 12:30:52,29.09179721,75.23896326,4.965850185,3,0,0,0,0,401.99669149040966,Other,401.93358900100316
2024-12-01 12:36:12,29.09065793,75.24437482,4.963884933,3,0,0,0,0,402.2791735818869,Other,401.80119118852207
2024-12-01 12:42:30,29.08951866,75.24978639,4.961919681,3,0,0,0,0,401.8853193747989,Other,402.0505300458203
2024-12-01 12:48:40,29.08837938,75.25519795,4.959954429,3,0,0,0,0,402.2290066698361,Other,401.91805305266837
2024-12-01 12:54:10,29.0872401,75.26060951,4.957989177,3,0,0,0,0,400.6177345109252,Other,401.78543544166456
2024-12-01 13:00:03,29.08610083,75.26602108,4.956023925,3,0,0,0,0,400.0,Other,402.0351613343487
2024-12-01 13:06:33,29.08496155,75.27143264,4.954058673,3,0,0,0,0,401.8227961602348,Other,401.90246452032227
2024-12-01 13:12:37,29.08382227,75.2768442,4.952093421,3,0,0,0,0,400.4881564764914,Other,401.7696271331475
2024-12-01 13:18:45,29.082683,75.28225577,4.950128169,3,0,0,0,0,401.5053311456932,Other,402.01973963751425
2024-12-01 13:24:03,29.08154372,75.28766733,4.948162917,3,0,0,0,0,400.0,Other,401.8868231224137
2024-12-01 13:30:37,29.08040444,75.29307889,4.946197664,3,0,0,0,0,401.4833792946768,Other,401.69024962535053
2024-12-01 13:36:18,29.07926517,75.29849046,4.944232412,3,0,0,0,0,402.0546206851708,Other,401.9407178968303
2024-12-01 13:42:05,29.07812589,75.30390202,4.94226716,3,0,0,0,0,401.36527655855207,Other,401.8075510748934
2024-12-01 13:48:33,29.07698661,75.30931359,4.940301908,3,0,0,0,0,403.2237555401351,Other,401.93186727621674
2024-12-01 13:54:17,29.07584734,75.31472515,4.938336656,3,0,0,0,0,401.8760072265147,Other,401.925098819619
2024-12-01 14:00:12,29.07470806,75.32013671,4.936371404,3,0,0,0,0,401.0822256628523,Other,401.79171217680766
2024-12-01 14:06:40,29.07356878,75.32554828,4.934406152,3,0,0,0,0,402.5405952718688,Other,401.91618864764575
2024-12-01 14:12:22,29.07242951,75.33095984,4.9324409,3,0,0,0,0,402.96785391095096,Other,401.90942675606505
2024-12-01 14:18:18,29.07129023,75.3363714,4.930475648,3,0,0,0,0,401.8036443845468,Other,401.775820351004
2024-12-01 14:24:44,29.07015095,75.34178297,4.928510396,3,0,0,0,0,402.793359647872,Other,401.9004567282382
2024-12-01 14:30:10,29.06901168,75.34719453,4.926545144,3,0,0,0,0,402.1074933904071,Other,401.89370146285006
2024-12-01 14:36:00,29.0678724,75.3526061,4.924579892,3,0,0,0,0,401.0551763789559,Other,402.01851237207467
2024-12-01 14:42:23,29.06673312,75.35801766,4.92261464,3,0,0,0,0,400.8894870016195,Other,401.8846722163888
2024-12-01 14:48:53,29.06559385,75.36342922,4.920649388,3,0,0,0,0,402.6730783378992,Other,401.87792354581995
2024-12-01 14:54:06,29.06445457,75.36884079,4.918684136,3,0,0,0,0,400.0,Other,402.00289443006693
2024-12-01 15:00:24,29.06331529,75.37425235,4.916718884,3,0,0,0,0,401.2547466391797,Other,401.8688347638801
2024-12-01 15:06:20,29.06217602,75.37966391,4.914753631,3,0,0,0,0,401.2207730692919,Other,401.79808823355893
2024-12-01 15:12:14,29.06103674,75.38507548,4.912788379,3,0,0,0,0,401.2157202591338,Other,401.9231888864577
2024-12-01 15:18:00,29.05989747,75.39048704,4.910823127,3,0,0,0,0,400.8654706064575,Other,401.9164879995116
2024-12-01 15:24:11,29.05875819,75.3958986,4.908857875,3,0,0,0,0,401.9323940395229,Other,401.7821125328407
2024-12-01 15:30:57,29.05761891,75.40131017,4.906892623,3,0,0,0,0,401.6702396768866,Other,401.90737380641144
2024-12-01 15:36:06,29.05647964,75.40672173,4.904927371,3,0,0,0,0,403.078573623776,Other,401.90067953467656
2024-12-01 15:42:14,29.05534036,75.4121333,4.902962119,3,0,0,0,0,401.1340754187594,Other,402.0261146314525
2024-12-01 15:48:20,29.05420108,75.41754486,4.900996867,3,0,0,0,0,402.11571769307113,Other,401.8915058155082
2024-12-01 15:54:18,29.05306181,75.42295642,4.899031615,3,0,0,0,0,403.36713003533913,Other,401.8848180929092
2024-12-01 16:00:59,29.05192253,75.42836799,4.897066363,3,0,0,0,0,403.3642475851382,Other,402.01041348057174
2024-12-01 16:06:28,29.05078325,75.43377955,4.895101111,3,0,0,0,0,400.8188913206281,Other,401.8755844602426
2024-12-01 16:12:24,29.04964398,75.43919111,4.893135859,3,0,0,0,0,401.5502821869508,Other,401.8689033389335
2024-12-01 16:18:32,29.0485047,75.44460268,4.891170607,3,0,0,0,0,400.0,Other,401.99465940393287
2024-12-01 16:24:48,29.04736542,75.45001424,4.889205355,3,0,0,0,0,400.9348176546097,Other,401.85961053488677
2024-12-01 16:30:31,29.04622615,75.4554258,4.887240103,3,0,0,0,0,401.6408664855087,Other,401.8529359934958
2024-12-01 16:36:48,29.04508687,75.46083737,4.88527485,3,0,0,0,0,402.0592105483464,Other,401.9143898738565
2024-12-01 16:42:34,29.04394759,75.46624893,4.883309598,3,0,0,0,0,402.2754665677549,Other,401.77909116697174
2024-12-01 16:48:43,29.04280832,75.4716605,4.881344346,3,0,0,0,0,402.2084266329264,Other,402.0338165655556
2024-12-01 16:54:37,29.04166904,75.47707206,4.879379094,3,0,0,0,0,401.6640484688624,Other,401.8984383219431
2024-12-02 08:00:25,29.04052976,75.48248362,4.877413842,3,0,0,0,0,401.97839134233794,Other,401.7629194598877
2024-12-02 08:06:10,29.03939049,75.48789519,4.87544859,3,0,0,0,0,402.8053238969676,Other,402.01803193268125
2024-12-02 08:12:34,29.03825121,75.49330675,4.873483338,3,0,0,0,0,401.3022980089587,Other,401.88243385172217
2024-12-02 08:18:07,29.03711193,75.49871831,4.871518086,3,0,0,0,0,401.607348410528,Other,401.74669516134173
2024-12-02 08:24:45,29.03597266,75.50412988,4.869552834,3,0,0,0,0,401.5418891514124,Other,402.0021939179924
2024-12-02 08:30:13,29.03483338,75.50954144,4.867587582,3,0,0,0,0,401.6108795704065,Other,401.866376403589
2024-12-02 08:36:09,29.0336941,75.514953,4.86562233,3,0,0,0,0,404.2148395058616,Other,401.7304180031129
2024-12-02 08:42:01,29.03255483,75.52036457,4.863657078,3,0,0,0,0,403.20756977251176,Other,401.9863033341933
2024-12-02 08:48:45,29.03141555,75.52577613,4.861691826,3,0,0,0,0,400.2229396277219,Other,401.8502657099138
2024-12-02 08:54:08,29.03027627,75.5311877,4.859726574,3,0,0,0,0,401.3023546227067,Other,401.97690535311256
2024-12-02 09:00:02,29.029137,75.53659926,4.857761322,3,0,0,0,0,402.5251555034885,Other,401.9703597938538
2024-12-02 09:06:20,29.02799772,75.54201082,4.855796069,3,0,0,0,0,401.2956702770692,Other,401.7691826733558
2024-12-02 09:12:25,29.02685844,75.54742239,4.853830817,3,0,0,0,0,401.6957112855866,Other,401.8959517301293
2024-12-02 09:18:07,29.02571917,75.55283395,4.851865565,3,0,0,0,0,400.0,Other,401.88938218679016
2024-12-02 09:24:47,29.02457989,75.55824551,4.849900313,3,0,0,0,0,400.7031012865734,Other,401.7528748585031
2024-12-02 09:30:01,29.02344062,75.56365708,4.847935061,3,0,0,0,0,401.7908357156912,Other,402.0098281559914
2024-12-02 09:36:05,29.02230134,75.56906864,4.845969809,3,0,0,0,0,401.86805914471455,Other,401.87324124470206
2024-12-02 09:42:27,29.02116206,75.57448021,4.844004557,3,0,0,0,0,400.3060520462269,Other,402.0003451810174
2024-12-02 09:48:52,29.02002279,75.57989177,4.842039305,3,0,0,0,0,402.1949172691849,Other,401.9938540633362
2024-12-02 09:54:28,29.01888351,75.58530333,4.840074053,3,0,0,0,0,403.1985773372991,Other,401.8570474072492
2024-12-02 10:00:25,29.01774423,75.5907149,4.838108801,3,0,0,0,0,402.9827010276199,Other,401.98431119976647
2024-12-02 10:06:24,29.01660496,75.59612646,4.836143549,3,0,0,0,0,400.1172911684892,Other,401.977826634161
2024-12-02 10:12:11,29.01546568,75.60153802,4.834178297,3,0,0,0,0,401.6571224674705,Other,401.84080058835326
2024-12-02 10:18:04,29.0143264,75.60694959,4.832213045,3,0,0,0,0,403.3212866159827,Other,401.9682246448946
2024-12-02 10:24:33,29.01318713,75.61236115,4.830247793,3,0,0,0,0,400.9650336934528,Other,401.9617466497968
2024-12-02 10:30:47,29.01204785,75.61777271,4.828282541,3,0,0,0,0,403.050949225293,Other,401.8245004125455
2024-12-02 10:36:36,29.01090857,75.62318428,4.826317289,3,0,0,0,0,402.90748841602567,Other,401.9520851668155
2024-12-02 10:42:14,29.0097693,75.62859584,4.824352036,3,0,0,0,0,401.0524430158001,Other,401.880205822696
2024-12-02 10:48:43,29.00863002,75.63400741,4.822386784,3,0,0,0,0,401.3379996529988,Other,402.0079338665661
2024-12-02 10:54:35,29.00749074,75.63941897,4.820421532,3,0,0,0,0,401.52873986567135,Other,401.8704234195906
2024-12-02 11:00:14,29.00635147,75.64483053,4.81845628,3,0,0,0,0,401.693468278957,Other,401.86392808895675
2024-12-02 11:06:42,29.00521219,75.6502421,4.816491028,3,0,0,0,0,402.1208682551873,Other,401.9918167732997
2024-12-02 11:12:47,29.00407291,75.65565366,4.814525776,3,0,0,0,0,401.2419658634736,Other,401.8540864979992
2024-12-02 11:18:22,29.00293364,75.66106522,4.812560524,3,0,0,0,0,402.3011044351961,Other,401.84759772493175
2024-12-02 11:24:05,29.00179436,75.66647679,4.810595272,3,0,0,0,0,401.9271288602992,Other,401.97564669467056
2024-12-02 11:30:45,29.00065508,75.67188835,4.80863002,3,0,0,0,0,400.2552709581163,Other,401.8376966198674
2024-12-02 11:36:49,28.99951581,75.67729991,4.806664768,3,0,0,0,0,401.2792988673005,Other,401.8312144416193
2024-12-02 11:42:43,28.99837653,75.68271148,4.804699516,3,0,0,0,0,402.101978722592,Other,401.9594233481476
2024-12-02 11:48:58,28.99723725,75.68812304,4.802734264,3,0,0,0,0,401.408062113245,Other,401.8212534136461
2024-12-02 11:54:42,28.99609798,75.69353461,4.800769012,3,0,0,0,0,401.69287960025474,Other,402.08139633533756
2024-12-02 12:00:44,28.9949587,75.69894617,4.79880376,3,0,0,0,0,402.4769174233141,Other,401.9431473648682
2024-12-02 12:06:20,28.99381942,75.70435773,4.796838508,3,0,0,0,0,402.3038677016655,Other,401.8047576606664
2024-12-02 12:12:22,28.99268015,75.7097693,4.794873255,3,0,0,0,0,401.2027739338776,Other,401.9994216619705
2024-12-02 12:18:42,28.99154087,75.71518086,4.792908003,3,0,0,0,0,401.1387386685934,Other,401.86092238368485
2024-12-02 12:24:54,28.99040159,75.72059242,4.790942751,3,0,0,0,0,401.2359884621829,Other,401.72228240402
2024-12-02 12:30:15,28.98926232,75.72600399,4.788977499,3,0,0,0,0,403.31201605095606,Other,401.983167687055
2024-12-02 12:36:46,28.98812304,75.73141555,4.787012247,3,0,0,0,0,401.9415477404062,Other,401.8444485953455
2024-12-02 12:42:52,28.98698377,75.73682711,4.785046995,3,0,0,0,0,403.92246261846606,Other,401.8380273640873
2024-12-02 12:48:59,28.98584449,75.74223868,4.783081743,3,0,0,0,0,401.22799141626746,Other,401.966861204205
2024-12-02 12:54:14,28.98470521,75.74765024,4.781116491,3,0,0,0,0,402.0832775251091,Other,401.82792225181726
2024-12-02 13:00:24,28.98356594,75.75306181,4.779151239,3,0,0,0,0,403.4380439258442,Other,402.0895196706228
2024-12-02 13:06:35,28.98242666,75.75847337,4.777185987,3,0,0,0,0,402.415349691169,Other,401.95050171206947
2024-12-02 13:12:10,28.98128738,75.76388493,4.775220735,3,0,0,0,0,402.11208789375934,Other,401.81134304468634
2024-12-02 13:18:50,28.98014811,75.7692965,4.773255483,3,0,0,0,0,403.6123366798936,Other,402.0733266842135
2024-12-02 13:24:14,28.97900883,75.77470806,4.771290231,3,0,0,0,0,401.6634402429396,Other,401.93408888988455
2024-12-02 13:30:03,28.97786955,75.78011962,4.769324979,3,0,0,0,0,402.1250724598599,Other,401.79471042397876
2024-12-02 13:36:20,28.97673028,75.78553119,4.767359727,3,0,0,0,0,401.5248427751053,Other,402.057081129674
2024-12-02 13:42:12,28.975591,75.79094275,4.765394475,3,0,0,0,0,401.9562890102086,Other,401.91762351447056
2024-12-02 13:48:21,28.97445172,75.79635432,4.763429222,3,0,0,0,0,404.3720182221378,Other,401.9806970852348
2024-12-02 13:54:18,28.97331245,75.80176588,4.76146397,3,0,0,0,0,402.4327978166567,Other,401.974398390301
2024-12-02 14:00:33,28.97217317,75.80717744,4.759498718,3,0,0,0,0,401.9199862817622,Other,401.83469044139883
2024-12-02 14:06:13,28.97103389,75.81258901,4.757533466,3,0,0,0,0,403.3852763422592,Other,401.96424714375735
2024-12-02 14:12:03,28.96989462,75.81800057,4.755568214,3,0,0,0,0,400.0,Other,401.95795501580045
2024-12-02 14:18:47,28.96875534,75.82341213,4.753602962,3,0,0,0,0,402.9468221632585,Other,401.81802730170864
2024-12-02 14:24:52,28.96761606,75.8288237,4.75163771,3,0,0,0,0,401.2699652824048,Other,401.94774460630714
2024-12-02 14:30:51,28.96647679,75.83423526,4.749672458,3,0,0,0,0,402.8239379661453,Other,401.94145908611085
2024-12-02 14:36:45,28.96533751,75.83964682,4.747707206,3,0,0,0,0,402.7200189427512,Other,401.80131155957514
2024-12-02 14:42:26,28.96419823,75.84505839,4.745741954,3,0,0,0,0,402.34308163992273,Other,401.93118913466833
2024-12-02 14:48:28,28.96305896,75.85046995,4.743776702,3,0,0,0,0,404.13222974806143,Other,401.92491017203844
2024-12-02 14:54:46,28.96191968,75.85588152,4.74181145,3,0,0,0,0,402.8032819846762,Other,402.05496163053255
2024-12-02 15:00:27,28.9607804,75.86129308,4.739846198,3,0,0,0,0,401.36202626193375,Other,401.91458038866506
2024-12-02 15:06:34,28.95964113,75.86670464,4.737880946,3,0,0,0,0,403.98167209662125,Other,401.90830796614944
2024-12-02 15:12:07,28.95850185,75.87211621,4.735915694,3,0,0,0,0,402.0606530944449,Other,402.0385200751179
2024-12-02 15:18:15,28.95736257,75.87752777,4.733950441,3,0,0,0,0,402.0672395049587,Other,401.83110762358007
2024-12-02 15:24:41,28.9562233,75.88293933,4.731985189,3,0,0,0,0,400.6073473377487,Other,401.824811326394
2024-12-02 15:30:35,28.95508402,75.8883509,4.730019937,3,0,0,0,0,401.6742399224625,Other,401.9551531344081
2024-12-02 15:36:29,28.95394475,75.89376246,4.728054685,3,0,0,0,0,401.5831275077237,Other,401.94892859198393
2024-12-02 15:42:17,28.95280547,75.89917402,4.726089433,3,0,0,0,0,401.61354403131287,Other,401.8080120381515
2024-12-02 15:48:01,28.95166619,75.90458559,4.724124181,3,0,0,0,0,402.4180949963699,Other,401.9385137515818
2024-12-02 15:54:48,28.95052692,75.90999715,4.722158929,3,0,0,0,0,403.0195098957535,Other,401.93229577417463
2024-12-02 16:00:12,28.94938764,75.91540872,4.720193677,3,0,0,0,0,403.4928791192028,Other,402.0629721588075
2024-12-02 16:06:03,28.94824836,75.92082028,4.718228425,3,0,0,0,0,401.235480927826,Other,401.92182188415256
2024-12-02 16:12:25,28.94710909,75.92623184,4.716263173,3,0,0,0,0,401.5831215170202,Other,401.91561040215623
2024-12-02 16:18:24,28.94596981,75.93164341,4.714297921,3,0,0,0,0,401.71030314420665,Other,402.0464470796356
2024-12-02 16:24:29,28.94483053,75.93705497,4.712332669,3,0,0,0,0,402.91352873604006,Other,401.90507699900735
2024-12-02 16:30:10,28.94369126,75.94246653,4.710367417,3,0,0,0,0,402.70223971539,Other,401.89887212575155
2024-12-02 16:36:06,28.94255198,75.9478781,4.708402165,3,0,0,0,0,402.38268275407,Other,402.02986866394366
2024-12-02 16:42:30,28.9414127,75.95328966,4.706436913,3,0,0,0,0,402.9012996650465,Other,401.8882787773421
2024-12-02 16:48:43,28.94027343,75.95870122,4.70447166,3,0,0,0,0,401.1912949918333,Other,401.81481147619735
2024-12-02 16:54:09,28.93913415,75.96411279,4.702506408,3,0,0,0,0,402.12786298951806,Other,401.94593809439465
2024-12-03 08:00:38,28.93799487,75.96952435,4.700541156,3,0,0,0,0,403.3438361593493,Other,401.80409793624983
2024-12-03 08:06:12,28.9368556,75.97493592,4.698575904,3,0,0,0,0,402.9349394924969,Other,402.07108164459214
2024-12-03 08:12:30,28.93571632,75.98034748,4.696610652,3,0,0,0,0,400.0,Other,401.92916273203053
2024-12-03 08:18:06,28.93457704,75.98575904,4.6946454,3,0,0,0,0,403.013495946112,Other,401.78710267791445
2024-12-03 08:24:55,28.93343777,75.99117061,4.692680148,3,0,0,0,0,400.0,Other,402.0544730193112
2024-12-03 08:30:48,28.93229849,75.99658217,4.690714896,3,0,0,0,0,402.40634306900006,Other,401.9123339282473
2024-12-03 08:36:41,28.93115921,76.00199373,4.688749644,3,0,0,0,0,403.1918115126418,Other,401.7700541173721
2024-12-03 08:42:41,28.93001994,76.0074053,4.686784392,3,0,0,0,0,401.5156521448708,Other,402.03781148964396
2024-12-03 08:48:55,28.92888066,76.01281686,4.68481914,3,0,0,0,0,402.04264850203776,Other,401.895452570255
2024-12-03 08:54:35,28.92774138,76.01822842,4.682853888,3,0,0,0,0,401.0757737700432,Other,401.75295303889374
2024-12-03 09:00:19,28.92660211,76.02363999,4.680888636,3,0,0,0,0,401.2980677500444,Other,402.0210970014764
2024-12-03 09:06:03,28.92546283,76.02905155,4.678923384,3,0,0,0,0,401.2251750094958,Other,401.87851830787633
2024-12-03 09:12:53,28.92432355,76.03446312,4.676958132,3,0,0,0,0,400.2824435149943,Other,402.0103984183882
2024-12-03 09:18:06,28.92318428,76.03987468,4.67499288,3,0,0,0,0,401.5118383515181,Other,402.00432916482754
2024-12-03 09:24:53,28.922045,76.04528624,4.673027627,3,0,0,0,0,401.1719532945963,Other,401.79377345600534
2024-12-03 09:30:00,28.92090572,76.05069781,4.671062375,3,0,0,0,0,401.5035138002384,Other,401.9257837375003
2024-12-03 09:36:43,28.91976645,76.05610937,4.669097123,3,0,0,0,0,403.0020656562813,Other,401.9196906027985
2024-12-03 09:42:55,28.91862717,76.06152093,4.667131871,3,0,0,0,0,401.887422158252,Other,401.77664173972397
2024-12-03 09:48:44,28.9174879,76.0669325,4.665166619,3,0,0,0,0,400.0,Other,402.0458532559928
2024-12-03 09:54:41,28.91634862,76.07234406,4.663201367,3,0,0,0,0,403.7787768081772,Other,401.90272573595007
2024-12-03 10:00:46,28.91520934,76.07775563,4.661236115,3,0,0,0,0,401.1993155070541,Other,402.0350701146759
2024-12-03 10:06:58,28.91407007,76.08316719,4.659270863,3,0,0,0,0,401.4505788582343,Other,402.0290552534785
2024-12-03 10:12:12,28.91293079,76.08857875,4.657305611,3,0,0,0,0,401.3929077951602,Other,401.88570754003223
2024-12-03 10:18:54,28.91179151,76.09399032,4.655340359,3,0,0,0,0,400.0,Other,402.01821256923233
2024-12-03 10:24:21,28.91065224,76.09940188,4.653375107,3,0,0,0,0,401.0669188581351,Other,402.01220429540365
2024-12-03 10:30:53,28.90951296,76.10481344,4.651409855,3,0,0,0,0,402.8460589337677,Other,401.8686367908853
2024-12-03 10:36:20,28.90837368,76.11022501,4.649444603,3,0,0,0,0,401.93669157842464,Other,402.001301718051
2024-12-03 10:42:21,28.90723441,76.11563657,4.647479351,3,0,0,0,0,403.8245315569321,Other,401.9953004568652
2024-12-03 10:48:27,28.90609513,76.12104813,4.645514099,3,0,0,0,0,401.96566699106165,Other,401.85151307774737
2024-12-03 10:54:08,28.90495585,76.1264597,4.643548846,3,0,0,0,0,403.0909127086523,Other,401.9161234138146
2024-12-03 11:00:25,28.90381658,76.13187126,4.641583594,3,0,0,0,0,403.4710821458165,Other,401.9100978173912
2024-12-03 11:06:08,28.9026773,76.13728283,4.639618342,3,0,0,0,0,402.27544479282193,Other,402.04306710088395
2024-12-03 11:12:14,28.90153802,76.14269439,4.63765309,3,0,0,0,0,402.8258371458482,Other,401.8990155036114
2024-12-03 11:18:09,28.90039875,76.14810595,4.635687838,3,0,0,0,0,402.8286167119935,Other,401.8929965214192
2024-12-03 11:24:23,28.89925947,76.15351752,4.633722586,3,0,0,0,0,402.4517685614561,Other,402.02612569248726
2024-12-03 11:30:57,28.89812019,76.15892908,4.631757334,3,0,0,0,0,402.1444935408879,Other,401.88185427728007
2024-12-03 11:36:56,28.89698092,76.16434064,4.629792082,3,0,0,0,0,400.8579081445416,Other,401.87584221871265
2024-12-03 11:42:41,28.89584164,76.16975221,4.62782683,3,0,0,0,0,402.2894453476279,Other,402.0091316985082
2024-12-03 11:48:07,28.89470236,76.17516377,4.625861578,3,0,0,0,0,400.209433315574,Other,401.8646405543845
2024-12-03 11:54:23,28.89356309,76.18057533,4.623896326,3,0,0,0,0,403.565050869533,Other,401.8586346018379
2024-12-03 12:00:15,28.89242381,76.1859869,4.621931074,3,0,0,0,0,402.44830518592886,Other,401.9920847236772
2024-12-03 12:06:48,28.89128453,76.19139846,4.619965822,3,0,0,0,0,402.0241198830281,Other,401.847373794952
2024-12-03 12:12:25,28.89014526,76.19681003,4.61800057,3,0,0,0,0,401.00397030578415,Other,402.1197746428914
2024-12-03 12:18:26,28.88900598,76.20222159,4.616035318,3,0,0,0,0,402.7119914200725,Other,401.97498450918374
2024-12-03 12:24:36,28.8878667,76.20763315,4.614070066,3,0,0,0,0,402.2526197779065,Other,401.83005411074123
2024-12-03 12:30:03,28.88672743,76.21304472,4.612104813,3,0,0,0,0,403.6759027655999,Other,402.0341384710555
2024-12-03 12:36:49,28.88558815,76.21845628,4.610139561,3,0,0,0,0,400.1240728882438,Other,401.8890980971778
2024-12-03 12:42:23,28.88444887,76.22386784,4.608174309,3,0,0,0,0,402.3982692594666,Other,401.7439170213298
2024-12-03 12:48:18,28.8833096,76.22927941,4.606209057,3,0,0,0,0,402.42550508369993,Other,402.01706095978983
