Timestamp,Temperature (°C),Humidity (%),Wind Speed (m/s),Weather Code,"Weather Description_Mainly clear, partly cloudy, and overcast","Weather Description_Rain showers: Slight, moderate, and violent",Weather Description_Thunderstorm with slight and heavy hail,Weather Description_Thunderstorm: Slight or moderate,CO_Concentration (ppm)
2024-11-01 11:42:58,32.17695813158644,60.5844488749644,10.287752776986611,3.0,0.0,0.0,0.0,0.0,583.2769937199035
2024-11-01 11:48:41,32.17581885502705,60.58986043862148,10.285787524921677,3.0,0.0,0.0,0.0,0.0,589.5892483119272
2024-11-01 11:54:27,32.17467957846767,60.59527200227856,10.283822272856735,3.0,0.0,0.0,0.0,0.0,604.8371350018128
2024-11-01 12:00:59,32.17354030190828,60.60068356593563,10.281857020791795,3.0,0.0,0.0,0.0,0.0,610.2506022852859
2024-11-01 12:06:15,32.172401025348904,60.60609512959271,10.27989176872686,3.0,0.0,0.0,0.0,0.0,604.5770331394417
2024-11-01 12:12:14,32.17126174878952,60.61150669324979,10.27792651666192,3.0,0.0,0.0,0.0,0.0,601.7042813458698
2024-11-01 12:18:46,32.17012247223013,60.616918256906864,10.27596126459698,3.0,0.0,0.0,0.0,0.0,599.8471410560695
2024-11-01 12:24:50,32.16898319567075,60.62232982056394,10.273996012532042,3.0,0.0,0.0,0.0,0.0,588.0703719504984
2024-11-01 12:30:43,32.16784391911136,60.62774138422102,10.272030760467104,3.0,0.0,0.0,0.0,0.0,595.6545636124358
2024-11-01 12:36:54,32.16670464255198,60.633152947878095,10.270065508402164,3.0,0.0,0.0,0.0,0.0,598.2440318289952
2024-11-01 12:42:51,32.16556536599259,60.63856451153517,10.268100256337226,3.0,0.0,0.0,0.0,0.0,613.4190556429924
2024-11-01 12:48:56,32.164426089433206,60.643976075192256,10.266135004272288,3.0,0.0,0.0,0.0,0.0,606.281430118698
2024-11-01 12:54:02,32.16328681287382,60.64938763884933,10.264169752207348,3.0,0.0,0.0,0.0,0.0,585.2122595115962
2024-11-01 13:00:36,32.16214753631444,60.65479920250641,10.26220450014241,3.0,0.0,0.0,0.0,0.0,606.0809146013818
2024-11-01 13:06:50,32.16100825975505,60.66021076616349,10.26023924807747,3.0,0.0,0.0,0.0,0.0,598.9866659454809
2024-11-01 13:12:06,32.159868983195665,60.665622329820565,10.258273996012532,3.0,0.0,0.0,0.0,0.0,596.0656825887946
2024-11-01 13:18:20,32.15872970663629,60.67103389347764,10.256308743947594,3.0,0.0,0.0,0.0,0.0,608.949079322473
2024-11-01 13:24:08,32.1575904300769,60.67644545713472,10.254343491882654,3.0,0.0,0.0,0.0,0.0,613.1397255012341
2024-11-01 13:30:38,32.15645115351752,60.6818570207918,10.252378239817716,3.0,0.0,0.0,0.0,0.0,612.1399453096468
2024-11-01 13:36:17,32.15531187695813,60.68726858444887,10.250412987752776,3.0,0.0,0.0,0.0,0.0,594.4323827284686
2024-11-01 13:42:03,32.154172600398745,60.69268014810595,10.248447735687838,3.0,0.0,0.0,0.0,0.0,599.7298480443931
2024-11-01 13:48:24,32.15303332383936,60.69809171176303,10.2464824836229,3.0,0.0,0.0,0.0,0.0,606.132019959151
2024-11-01 13:54:59,32.151894047279974,60.70350327542011,10.24451723155796,3.0,0.0,0.0,0.0,0.0,612.5722507585491
2024-11-01 14:00:13,32.15075477072059,60.70891483907719,10.242551979493022,3.0,0.0,0.0,0.0,0.0,598.0224709510828
2024-11-01 14:06:49,32.1496154941612,60.714326402734265,10.240586727428084,3.0,0.0,0.0,0.0,0.0,600.9550374051078
2024-11-01 14:12:57,32.14847621760182,60.71973796639134,10.238621475363145,3.0,0.0,0.0,0.0,0.0,591.7456912738959
2024-11-01 14:18:08,32.14733694104243,60.72514953004842,10.236656223298205,3.0,0.0,0.0,0.0,0.0,590.8443886153595
2024-11-01 14:24:25,32.14619766448305,60.7305610937055,10.234690971233269,3.0,0.0,0.0,0.0,0.0,610.9291269223185
2024-11-01 14:30:52,32.14505838792367,60.735972657362574,10.232725719168329,3.0,0.0,0.0,0.0,0.0,616.363682826295
2024-11-01 14:36:01,32.14391911136428,60.74138422101965,10.230760467103387,3.0,0.0,0.0,0.0,0.0,602.0785951669936
2024-11-01 14:42:19,32.1427798348049,60.74679578467673,10.228795215038453,3.0,0.0,0.0,0.0,0.0,612.8314392039274
2024-11-01 14:48:27,32.14164055824551,60.752207348333805,10.226829962973513,3.0,0.0,0.0,0.0,0.0,606.4098843176936
2024-11-01 14:54:46,32.14050128168613,60.75761891199089,10.224864710908571,3.0,0.0,0.0,0.0,0.0,596.3397403633762
2024-11-01 15:00:59,32.13936200512674,60.763030475647966,10.222899458843637,3.0,0.0,0.0,0.0,0.0,606.4023078067219
2024-11-01 15:06:06,32.13822272856736,60.76844203930504,10.220934206778695,3.0,0.0,0.0,0.0,0.0,618.1661312585077
2024-11-01 15:12:43,32.13708345200797,60.77385360296212,10.218968954713755,3.0,0.0,0.0,0.0,0.0,602.4249190449586
2024-11-01 15:18:07,32.135944175448586,60.7792651666192,10.217003702648816,3.0,0.0,0.0,0.0,0.0,618.4270298364085
2024-11-01 15:24:46,32.1348048988892,60.784676730276274,10.21503845058388,3.0,0.0,0.0,0.0,0.0,576.5805560795809
2024-11-01 15:30:34,32.133665622329815,60.79008829393335,10.21307319851894,3.0,0.0,0.0,0.0,0.0,610.9944460064409
2024-11-01 15:36:13,32.13252634577043,60.79549985759043,10.211107946454002,3.0,0.0,0.0,0.0,0.0,603.6433054872805
2024-11-01 15:42:16,32.13138706921105,60.80091142124751,10.209142694389064,3.0,0.0,0.0,0.0,0.0,599.7801751424504
2024-11-01 15:48:35,32.130247792651666,60.80632298490458,10.207177442324124,3.0,0.0,0.0,0.0,0.0,603.6852702546743
2024-11-01 15:54:49,32.12910851609228,60.81173454856167,10.205212190259186,3.0,0.0,0.0,0.0,0.0,582.8893871855205
2024-11-01 16:00:39,32.127969239532895,60.81714611221874,10.203246938194246,3.0,0.0,0.0,0.0,0.0,600.5657712953646
2024-11-01 16:06:03,32.12682996297351,60.82255767587582,10.201281686129308,3.0,0.0,0.0,0.0,0.0,606.3310297310674
2024-11-01 16:12:01,32.125690686414124,60.8279692395329,10.19931643406437,3.0,0.0,0.0,0.0,0.0,617.5362583055753
2024-11-01 16:18:05,32.12455140985474,60.833380803189975,10.19735118199943,3.0,0.0,0.0,0.0,0.0,597.572029517634
2024-11-01 16:24:53,32.12341213329535,60.83879236684705,10.195385929934492,3.0,0.0,0.0,0.0,0.0,594.6672095136487
2024-11-01 16:30:41,32.12227285673597,60.84420393050413,10.193420677869552,3.0,0.0,0.0,0.0,0.0,597.7319889489453
2024-11-01 16:36:03,32.12113358017658,60.849615494161206,10.191455425804614,3.0,0.0,0.0,0.0,0.0,611.9009944040216
2024-11-01 16:42:53,32.1199943036172,60.85502705781828,10.189490173739676,3.0,0.0,0.0,0.0,0.0,606.031898165808
2024-11-01 16:48:28,32.11885502705782,60.86043862147536,10.187524921674736,3.0,0.0,0.0,0.0,0.0,597.444198873751
2024-11-01 16:54:17,32.117715750498434,60.86585018513244,10.185559669609798,3.0,0.0,0.0,0.0,0.0,607.8718890847651
2024-11-02 08:00:25,32.11657647393905,60.87126174878952,10.18359441754486,3.0,0.0,0.0,0.0,0.0,603.7074040893222
2024-11-02 08:06:43,32.11543719737966,60.8766733124466,10.18162916547992,3.0,0.0,0.0,0.0,0.0,612.4204923433807
2024-11-02 08:12:33,32.11429792082028,60.88208487610368,10.17966391341498,3.0,0.0,0.0,0.0,0.0,595.7109253414885
2024-11-02 08:18:09,32.11315864426089,60.88749643976075,10.177698661350044,3.0,0.0,0.0,0.0,0.0,599.4522486564946
2024-11-02 08:24:35,32.11201936770151,60.89290800341783,10.175733409285105,3.0,0.0,0.0,0.0,0.0,598.8052024333609
2024-11-02 08:30:13,32.11088009114212,60.89831956707491,10.173768157220165,3.0,0.0,0.0,0.0,0.0,588.0885483255714
2024-11-02 08:36:30,32.109740814582736,60.903731130731984,10.171802905155229,3.0,0.0,0.0,0.0,0.0,605.6823144197485
2024-11-02 08:42:47,32.10860153802335,60.90914269438906,10.169837653090289,3.0,0.0,0.0,0.0,0.0,605.3290782131119
2024-11-02 08:48:14,32.107462261463965,60.91455425804614,10.167872401025347,3.0,0.0,0.0,0.0,0.0,602.7670738999478
2024-11-02 08:54:07,32.10632298490458,60.919965821703215,10.165907148960413,3.0,0.0,0.0,0.0,0.0,600.367481841982
2024-11-02 09:00:13,32.1051837083452,60.9253773853603,10.163941896895471,3.0,0.0,0.0,0.0,0.0,588.5570595974395
2024-11-02 09:06:22,32.104044431785816,60.930788949017376,10.161976644830531,3.0,0.0,0.0,0.0,0.0,598.5017276325002
2024-11-02 09:12:59,32.10290515522643,60.93620051267445,10.160011392765592,3.0,0.0,0.0,0.0,0.0,599.2784495370963
2024-11-02 09:18:56,32.101765878667045,60.94161207633153,10.158046140700655,3.0,0.0,0.0,0.0,0.0,594.680235852358
2024-11-02 09:24:39,32.10062660210766,60.94702363998861,10.156080888635715,3.0,0.0,0.0,0.0,0.0,601.0875652701244
2024-11-02 09:30:20,32.099487325548274,60.952435203645685,10.154115636570776,3.0,0.0,0.0,0.0,0.0,606.73834479714
2024-11-02 09:36:15,32.09834804898889,60.95784676730276,10.15215038450584,3.0,0.0,0.0,0.0,0.0,621.5571090833101
2024-11-02 09:42:44,32.097208772429504,60.96325833095984,10.1501851324409,3.0,0.0,0.0,0.0,0.0,604.4384420417334
2024-11-02 09:48:17,32.09606949587012,60.96866989461692,10.148219880375962,3.0,0.0,0.0,0.0,0.0,605.2655816628529
2024-11-02 09:54:46,32.09493021931073,60.97408145827399,10.146254628311022,3.0,0.0,0.0,0.0,0.0,601.9430324401736
2024-11-02 10:00:52,32.09379094275135,60.97949302193108,10.144289376246084,3.0,0.0,0.0,0.0,0.0,583.4971932870551
2024-11-02 10:06:23,32.09265166619196,60.98490458558816,10.142324124181146,3.0,0.0,0.0,0.0,0.0,602.4171805277637
2024-11-02 10:12:25,32.091512389632584,60.99031614924523,10.140358872116206,3.0,0.0,0.0,0.0,0.0,603.2820352238762
2024-11-02 10:18:24,32.0903731130732,60.99572771290231,10.138393620051268,3.0,0.0,0.0,0.0,0.0,627.309568091529
2024-11-02 10:24:59,32.08923383651381,61.001139276559385,10.136428367986328,3.0,0.0,0.0,0.0,0.0,600.7509511610751
2024-11-02 10:30:59,32.08809455995443,61.00655084021646,10.13446311592139,3.0,0.0,0.0,0.0,0.0,605.6874480744327
2024-11-02 10:36:59,32.08695528339504,61.01196240387354,10.132497863856452,3.0,0.0,0.0,0.0,0.0,602.3222707962543
2024-11-02 10:42:44,32.08581600683566,61.01737396753062,10.130532611791512,3.0,0.0,0.0,0.0,0.0,590.9800219593216
2024-11-02 10:48:40,32.08467673027627,61.022785531187694,10.128567359726574,3.0,0.0,0.0,0.0,0.0,614.0924443228773
2024-11-02 10:54:28,32.083537453716886,61.02819709484477,10.126602107661634,3.0,0.0,0.0,0.0,0.0,610.180960346805
2024-11-02 11:00:14,32.0823981771575,61.03360865850185,10.124636855596696,3.0,0.0,0.0,0.0,0.0,610.5693633325781
2024-11-02 11:06:44,32.081258900598115,61.03902022215893,10.122671603531757,3.0,0.0,0.0,0.0,0.0,593.5625831564104
2024-11-02 11:12:00,32.08011962403873,61.04443178581601,10.12070635146682,3.0,0.0,0.0,0.0,0.0,616.6818146559289
2024-11-02 11:18:24,32.078980347479344,61.049843349473086,10.11874109940188,3.0,0.0,0.0,0.0,0.0,588.6327747608555
2024-11-02 11:24:06,32.077841070919966,61.05525491313016,10.11677584733694,3.0,0.0,0.0,0.0,0.0,608.5172701689911
2024-11-02 11:30:08,32.07670179436058,61.06066647678724,10.114810595272004,3.0,0.0,0.0,0.0,0.0,624.5506693312984
2024-11-02 11:36:23,32.075562517801195,61.06607804044432,10.112845343207065,3.0,0.0,0.0,0.0,0.0,592.7381636641019
2024-11-02 11:42:00,32.07442324124181,61.071489604101394,10.110880091142125,3.0,0.0,0.0,0.0,0.0,596.9779634615912
2024-11-02 11:48:43,32.073283964682425,61.07690116775847,10.108914839077189,3.0,0.0,0.0,0.0,0.0,603.6348682507055
2024-11-02 11:54:07,32.07214468812304,61.08231273141555,10.106949587012249,3.0,0.0,0.0,0.0,0.0,597.6010119008773
2024-11-02 12:00:23,32.071005411563654,61.08772429507263,10.104984334947307,3.0,0.0,0.0,0.0,0.0,587.1265479735882
2024-11-02 12:06:10,32.06986613500427,61.09313585872971,10.10301908288237,3.0,0.0,0.0,0.0,0.0,603.31622587452
2024-11-02 12:12:50,32.06872685844488,61.09854742238679,10.101053830817431,3.0,0.0,0.0,0.0,0.0,592.004972831409
2024-11-02 12:18:16,32.0675875818855,61.10395898604386,10.099088578752491,3.0,0.0,0.0,0.0,0.0,607.3613481172318
2024-11-02 12:24:07,32.06644830532611,61.10937054970094,10.097123326687552,3.0,0.0,0.0,0.0,0.0,593.4285953107523
2024-11-02 12:30:34,32.065309028766734,61.11478211335802,10.095158074622615,3.0,0.0,0.0,0.0,0.0,618.1195955454759
2024-11-02 12:36:34,32.06416975220735,61.120193677015095,10.093192822557675,3.0,0.0,0.0,0.0,0.0,594.7851324141484
2024-11-02 12:42:32,32.06303047564796,61.12560524067217,10.091227570492736,3.0,0.0,0.0,0.0,0.0,599.3944640176642
2024-11-02 12:48:58,32.06189119908858,61.13101680432925,10.089262318427798,3.0,0.0,0.0,0.0,0.0,610.7476651956279
2024-11-02 12:54:04,32.06075192252919,61.136428367986326,10.08729706636286,3.0,0.0,0.0,0.0,0.0,590.3012636998018
2024-11-02 13:00:41,32.05961264596981,61.1418399316434,10.085331814297922,3.0,0.0,0.0,0.0,0.0,604.8819200523928
2024-11-02 13:06:38,32.05847336941042,61.14725149530049,10.083366562232982,3.0,0.0,0.0,0.0,0.0,615.676162091386
2024-11-02 13:12:57,32.05733409285104,61.152663058957565,10.081401310168044,3.0,0.0,0.0,0.0,0.0,586.5273160451596
2024-11-02 13:18:40,32.05619481629165,61.15807462261464,10.079436058103104,3.0,0.0,0.0,0.0,0.0,604.4459008183051
2024-11-02 13:24:27,32.055055539732265,61.16348618627172,10.077470806038166,3.0,0.0,0.0,0.0,0.0,605.1958040176764
2024-11-02 13:30:06,32.05391626317288,61.1688977499288,10.075505553973226,3.0,0.0,0.0,0.0,0.0,610.4126186351755
2024-11-02 13:36:08,32.052776986613495,61.17430931358587,10.073540301908288,3.0,0.0,0.0,0.0,0.0,590.2222966508318
2024-11-02 13:42:07,32.05163771005412,61.17972087724295,10.07157504984335,3.0,0.0,0.0,0.0,0.0,589.3846514709801
2024-11-02 13:48:11,32.05049843349473,61.18513244090003,10.06960979777841,3.0,0.0,0.0,0.0,0.0,607.806047100202
2024-11-02 13:54:33,32.049359156935346,61.190544004557104,10.067644545713472,3.0,0.0,0.0,0.0,0.0,605.5538920185752
2024-11-02 14:00:32,32.04821988037596,61.19595556821418,10.065679293648532,3.0,0.0,0.0,0.0,0.0,605.0863876319122
2024-11-02 14:06:47,32.047080603816575,61.20136713187127,10.063714041583594,3.0,0.0,0.0,0.0,0.0,606.0433550656334
2024-11-02 14:12:54,32.04594132725719,61.20677869552834,10.061748789518656,3.0,0.0,0.0,0.0,0.0,595.7760395970889
2024-11-02 14:18:22,32.044802050697804,61.21219025918542,10.059783537453717,3.0,0.0,0.0,0.0,0.0,604.8962376266941
2024-11-02 14:24:23,32.04366277413842,61.2176018228425,10.05781828538878,3.0,0.0,0.0,0.0,0.0,605.5018392302811
2024-11-02 14:30:36,32.04252349757903,61.22301338649957,10.05585303332384,3.0,0.0,0.0,0.0,0.0,595.4250141592407
2024-11-02 14:36:34,32.04138422101965,61.22842495015665,10.0538877812589,3.0,0.0,0.0,0.0,0.0,621.2236872931621
2024-11-02 14:42:43,32.04024494446026,61.23383651381373,10.051922529193964,3.0,0.0,0.0,0.0,0.0,607.3016852330427
2024-11-02 14:48:39,32.03910566790088,61.239248077470805,10.049957277129025,3.0,0.0,0.0,0.0,0.0,590.6477348941086
2024-11-02 14:54:21,32.0379663913415,61.24465964112788,10.047992025064085,3.0,0.0,0.0,0.0,0.0,609.1237197946836
2024-11-02 15:00:26,32.03682711478211,61.25007120478496,10.046026772999143,3.0,0.0,0.0,0.0,0.0,592.8087808482823
2024-11-02 15:06:34,32.03568783822273,61.25548276844204,10.044061520934209,3.0,0.0,0.0,0.0,0.0,610.42385743019
2024-11-02 15:12:00,32.03454856166334,61.26089433209912,10.042096268869267,3.0,0.0,0.0,0.0,0.0,614.1363810250498
2024-11-02 15:18:34,32.03340928510396,61.2663058957562,10.04013101680433,3.0,0.0,0.0,0.0,0.0,594.3410158936688
2024-11-02 15:24:36,32.03227000854457,61.27171745941328,10.038165764739391,3.0,0.0,0.0,0.0,0.0,612.1790142118393
2024-11-02 15:30:46,32.031130731985186,61.27712902307035,10.036200512674451,3.0,0.0,0.0,0.0,0.0,606.6704760309714
2024-11-02 15:36:13,32.0299914554258,61.28254058672743,10.034235260609512,3.0,0.0,0.0,0.0,0.0,610.7606822037613
2024-11-02 15:42:02,32.028852178866416,61.287952150384506,10.032270008544574,3.0,0.0,0.0,0.0,0.0,621.5054242725663
2024-11-02 15:48:00,32.02771290230703,61.29336371404158,10.030304756479635,3.0,0.0,0.0,0.0,0.0,600.0810271282083
2024-11-02 15:54:04,32.026573625747645,61.29877527769866,10.028339504414696,3.0,0.0,0.0,0.0,0.0,594.9949604868724
2024-11-02 16:00:25,32.02543434918826,61.30418684135574,10.026374252349758,3.0,0.0,0.0,0.0,0.0,593.6345916764022
2024-11-02 16:06:54,32.02429507262888,61.309598405012814,10.02440900028482,3.0,0.0,0.0,0.0,0.0,594.3690469652132
2024-11-02 16:12:13,32.023155796069496,61.3150099686699,10.02244374821988,3.0,0.0,0.0,0.0,0.0,601.7535465629368
2024-11-02 16:18:38,32.02201651951011,61.320421532326975,10.020478496154942,3.0,0.0,0.0,0.0,0.0,605.9334972474545
2024-11-02 16:24:26,32.020877242950725,61.32583309598405,10.018513244090002,3.0,0.0,0.0,0.0,0.0,605.2862993347984
2024-11-02 16:30:08,32.01973796639134,61.33124465964113,10.016547992025064,3.0,0.0,0.0,0.0,0.0,610.7886376740687
2024-11-02 16:36:14,32.018598689831954,61.336656223298206,10.014582739960126,3.0,0.0,0.0,0.0,0.0,602.6442379446978
2024-11-02 16:42:14,32.01745941327257,61.34206778695528,10.012617487895186,3.0,0.0,0.0,0.0,0.0,617.046973639702
2024-11-02 16:48:25,32.01632013671318,61.34747935061236,10.010652235830248,3.0,0.0,0.0,0.0,0.0,599.8624783779593
2024-11-02 16:54:41,32.0151808601538,61.35289091426944,10.008686983765308,3.0,0.0,0.0,0.0,0.0,629.7081522184453
2024-11-03 08:00:59,32.01404158359441,61.358302477926514,10.00672173170037,3.0,0.0,0.0,0.0,0.0,608.7605478724095
2024-11-03 08:06:12,32.01290230703503,61.36371404158359,10.004756479635432,3.0,0.0,0.0,0.0,0.0,593.9297126728068
2024-11-03 08:12:50,32.01176303047565,61.36912560524067,10.002791227570492,3.0,0.0,0.0,0.0,0.0,591.7897770985686
2024-11-03 08:18:31,32.01062375391626,61.37453716889775,10.000825975505554,3.0,0.0,0.0,0.0,0.0,607.3208400738217
2024-11-03 08:24:38,32.00948447735688,61.37994873255483,9.998860723440616,3.0,0.0,0.0,0.0,0.0,600.2589019103416
2024-11-03 08:30:48,32.00834520079749,61.38536029621191,9.996895471375677,3.0,0.0,0.0,0.0,0.0,609.6309485467312
2024-11-03 08:36:51,32.00720592423811,61.39077185986898,9.99493021931074,3.0,0.0,0.0,0.0,0.0,607.220733693756
2024-11-03 08:42:31,32.00606664767872,61.39618342352606,9.9929649672458,3.0,0.0,0.0,0.0,0.0,601.7574821636621
2024-11-03 08:48:03,32.00492737111934,61.40159498718314,9.99099971518086,3.0,0.0,0.0,0.0,0.0,594.0152479517568
2024-11-03 08:54:29,32.00378809455995,61.407006550840215,9.98903446311592,3.0,0.0,0.0,0.0,0.0,587.3321267277925
2024-11-03 09:00:36,32.002648818000566,61.41241811449729,9.987069211050985,3.0,0.0,0.0,0.0,0.0,598.0128632961911
2024-11-03 09:06:22,32.00150954144118,61.41782967815437,9.985103958986045,3.0,0.0,0.0,0.0,0.0,611.0394146023062
2024-11-03 09:12:38,32.000370264881795,61.423241241811446,9.983138706921103,3.0,0.0,0.0,0.0,0.0,604.6137779425839
2024-11-03 09:18:44,31.999230988322413,61.42865280546853,9.981173454856169,3.0,0.0,0.0,0.0,0.0,590.012866556372
2024-11-03 09:24:14,31.998091711763028,61.43406436912561,9.979208202791227,3.0,0.0,0.0,0.0,0.0,604.1994774442139
2024-11-03 09:30:42,31.99695243520364,61.439475932782685,9.97724295072629,3.0,0.0,0.0,0.0,0.0,606.3182558252006
2024-11-03 09:36:28,31.995813158644257,61.44488749643976,9.97527769866135,3.0,0.0,0.0,0.0,0.0,593.6239215081112
2024-11-03 09:42:35,31.994673882084875,61.45029906009684,9.973312446596411,3.0,0.0,0.0,0.0,0.0,603.9971607717879
2024-11-03 09:48:12,31.99353460552549,61.45571062375392,9.971347194531472,3.0,0.0,0.0,0.0,0.0,603.0394107390027
2024-11-03 09:54:31,31.992395328966104,61.46112218741099,9.969381942466534,3.0,0.0,0.0,0.0,0.0,591.0250344184468
2024-11-03 10:00:06,31.99125605240672,61.46653375106807,9.967416690401596,3.0,0.0,0.0,0.0,0.0,606.0300248424461
2024-11-03 10:06:58,31.990116775847333,61.47194531472515,9.965451438336656,3.0,0.0,0.0,0.0,0.0,608.0574103448557
2024-11-03 10:12:50,31.988977499287948,61.477356878382224,9.963486186271718,3.0,0.0,0.0,0.0,0.0,613.2774913551365
2024-11-03 10:18:21,31.987838222728566,61.48276844203931,9.961520934206778,3.0,0.0,0.0,0.0,0.0,612.9824132859429
2024-11-03 10:24:27,31.98669894616918,61.48818000569639,9.95955568214184,3.0,0.0,0.0,0.0,0.0,588.665112928233
2024-11-03 10:30:01,31.985559669609795,61.49359156935346,9.957590430076902,3.0,0.0,0.0,0.0,0.0,593.060970050863
2024-11-03 10:36:41,31.98442039305041,61.49900313301054,9.955625178011962,3.0,0.0,0.0,0.0,0.0,607.586986964311
2024-11-03 10:42:44,31.983281116491025,61.50441469666762,9.953659925947024,3.0,0.0,0.0,0.0,0.0,607.5719076435568
2024-11-03 10:48:56,31.98214183993164,61.50982626032469,9.951694673882084,3.0,0.0,0.0,0.0,0.0,607.5819388397053
2024-11-03 10:54:52,31.981002563372257,61.51523782398177,9.949729421817146,3.0,0.0,0.0,0.0,0.0,640.9561907254023
2024-11-03 11:00:05,31.979863286812872,61.52064938763885,9.947764169752208,3.0,0.0,0.0,0.0,0.0,608.135194767997
